SalesDetails,SalesOrderNumber,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount,EmployeeKey
3157,SO51725,2025-01-28,2025-02-09,2025-04-02,107,2,36.42,1295.98,1259.56,119
3158,SO45304,2023-08-01,2023-08-13,2023-08-08,144,2,425.32,20324.94,19899.62,118
3159,SO48377,2024-05-30,2024-06-11,2024-06-06,690,2,41.36,1409.38,1368.02,117
3160,SO43878,2023-01-29,2023-02-10,2023-05-02,144,2,131.22,4079.99,3948.77,102
3161,SO48394,2024-05-30,2024-06-11,2024-06-06,576,2,44.78,2485.7,2440.92,102
3162,SO65308,2025-08-29,2025-09-10,2025-05-09,503,2,53.54,1466.01,1412.47,102
3163,SO49881,2024-09-28,2024-10-10,2024-05-10,161,2,58.18,1308.94,1250.76,118
3164,SO55329,2025-03-30,2025-04-11,2025-06-04,305,2,59.14,1336.23,1277.09,102
3165,SO46061,2023-10-29,2023-11-10,2023-05-11,144,2,581.46,14189.96,13608.5,102
3166,SO50264,2024-10-28,2024-11-09,2024-04-11,36,2,145.2,3926.81,3781.61,116
3167,SO51739,2025-01-28,2025-02-09,2025-04-02,175,7,3639.78,111554.85,107915.07,138
3168,SO51735,2025-01-28,2025-02-09,2025-04-02,614,7,2398.08,88772.82,86374.74,138
3169,SO57086,2025-04-30,2025-05-12,2025-07-05,535,7,1411.2,50028.82,48617.62,109
3170,SO51858,2025-01-28,2025-02-09,2025-04-02,193,7,3839.2,131627.69,127788.49,138
3171,SO69437,2025-10-29,2025-11-10,2025-05-11,175,7,2834.6,84651.88,81817.28,136
3172,SO53475,2025-02-28,2025-03-12,2025-07-03,481,7,1152.66,39785.87,38633.21,136
3173,SO46652,2023-12-29,2024-01-10,2024-05-01,139,7,1400.18,43074.86,41674.68,137
3174,SO61258,2025-06-30,2025-07-12,2025-07-07,139,7,362.78,10879.4,10516.62,136
3175,SO57061,2025-04-30,2025-05-12,2025-07-05,175,7,2042.86,74368.52,72325.66,137
3176,SO51734,2025-01-28,2025-02-09,2025-04-02,638,7,2354.82,85700.6,83345.78,109
3177,SO51168,2024-12-28,2025-01-09,2025-04-01,139,7,711.54,23820.53,23108.99,137
3178,SO46627,2023-12-29,2024-01-10,2024-05-01,265,7,207.48,13112.8,12905.32,137
3179,SO69426,2025-10-29,2025-11-10,2025-05-11,638,7,1804.1,61244.28,59440.18,109
3180,SO48005,2024-04-30,2024-05-12,2024-07-05,638,7,3203.18,88000.15,84796.97,137
3181,SO57054,2025-04-30,2025-05-12,2025-07-05,614,7,3308.48,94426.73,91118.25,136
3182,SO55311,2025-03-30,2025-04-11,2025-06-04,139,7,245.16,11599.02,11353.86,109
3183,SO63204,2025-07-31,2025-08-12,2025-07-08,614,7,1724.9,44660.78,42935.88,138
3184,SO49118,2024-07-31,2024-08-12,2024-07-08,638,7,1516.72,54017.55,52500.83,137
3185,SO63216,2025-07-31,2025-08-12,2025-07-08,175,7,1399.56,45559.8,44160.25,136
3186,SO51752,2025-01-28,2025-02-09,2025-04-02,632,7,1254.7,57292.14,56037.44,138
3187,SO67276,2025-09-29,2025-10-11,2025-06-10,355,7,936.02,27849.62,26913.6,109
3188,SO46981,2024-01-29,2024-02-10,2024-05-02,638,7,4582.28,149533.7,144951.42,109
3189,SO51742,2025-01-28,2025-02-09,2025-04-02,247,7,89.22,3547.02,3457.8,109
3190,SO71870,2025-11-29,2025-12-11,2025-06-12,553,7,67.68,1436.43,1368.75,136
3191,SO49129,2024-07-31,2024-08-12,2024-07-08,175,7,1163.36,43071.79,41908.43,138
3192,SO57051,2025-04-30,2025-05-12,2025-07-05,638,7,1751.28,75991.35,74240.07,109
3193,SO65208,2025-08-29,2025-09-10,2025-05-09,571,7,178.54,4256.96,4078.42,136
3194,SO48317,2024-05-30,2024-06-11,2024-06-06,481,7,744.44,35416.99,34672.55,139
3195,SO47678,2024-03-30,2024-04-11,2024-06-04,265,7,267.86,6919.26,6651.4,136
3196,SO51708,2025-01-28,2025-02-09,2025-04-02,680,7,148.32,4005.04,3856.72,139
3197,SO46653,2023-12-29,2024-01-10,2024-05-01,229,7,85.12,2476.96,2391.84,138
3198,SO50224,2024-10-28,2024-11-09,2024-04-11,247,7,84.7,4003.22,3918.52,109
3199,SO57068,2025-04-30,2025-05-12,2025-07-05,632,7,1281.74,33186.85,31905.11,109
3200,SO71840,2025-11-29,2025-12-11,2025-06-12,571,7,16.32,1082.62,1066.3,137
3201,SO53525,2025-02-28,2025-03-12,2025-07-03,319,7,687.72,24969.22,24281.5,109
3202,SO63210,2025-07-31,2025-08-12,2025-07-08,391,7,1189.72,33632.93,32443.21,138
3203,SO53523,2025-02-28,2025-03-12,2025-07-03,571,7,73.96,3095.99,3022.03,136
3204,SO48348,2024-05-30,2024-06-11,2024-06-06,571,7,188.94,4556.42,4367.48,138
3205,SO69506,2025-10-29,2025-11-10,2025-05-11,662,7,263.64,7099.61,6835.97,109
3206,SO50222,2024-10-28,2024-11-09,2024-04-11,638,7,2782.04,93694.66,90912.62,136
3207,SO69435,2025-10-29,2025-11-10,2025-05-11,103,7,869.96,26319.79,25449.83,138
3208,SO49505,2024-08-28,2024-09-09,2024-04-09,121,7,0.1,22.79,22.69,109
3209,SO57143,2025-04-30,2025-05-12,2025-07-05,193,7,3029.46,94024.36,90994.9,109
3210,SO58927,2025-05-30,2025-06-11,2025-06-06,481,7,1011.68,44270.77,43259.09,109
3211,SO57119,2025-04-30,2025-05-12,2025-07-05,662,7,297.14,7317.65,7020.51,137
3212,SO69447,2025-10-29,2025-11-10,2025-05-11,632,7,1131.34,33789.95,32658.61,137
3213,SO51774,2025-01-28,2025-02-09,2025-04-02,535,7,823.08,47575.48,46752.4,137
3214,SO57055,2025-04-30,2025-05-12,2025-07-05,391,7,1191.08,33674.78,32483.7,136
3215,SO51736,2025-01-28,2025-02-09,2025-04-02,656,7,72.92,2333.47,2260.55,138
3216,SO51104,2024-12-28,2025-01-09,2025-04-01,355,7,570.9,29020.37,28449.47,136
3217,SO55252,2025-03-30,2025-04-11,2025-06-04,355,7,1173.1,37835.7,36662.6,136
3218,SO71801,2025-11-29,2025-12-11,2025-06-12,481,7,921.76,36156.49,35234.73,109
3219,SO49834,2024-09-28,2024-10-10,2024-05-10,265,7,178.54,4336.86,4158.32,139
3220,SO51801,2025-01-28,2025-02-09,2025-04-02,157,7,0.14,72.16,72.02,139
3221,SO50697,2024-11-28,2024-12-10,2024-05-12,571,7,140.6,7866.77,7726.17,109
3222,SO65213,2025-08-29,2025-09-10,2025-05-09,121,7,232.92,11999.13,11766.21,139
3223,SO63223,2025-07-31,2025-08-12,2025-07-08,638,7,934.22,39929.86,38995.64,136
3224,SO71865,2025-11-29,2025-12-11,2025-06-12,49,7,3.46,214.75,211.29,138
3225,SO61231,2025-06-30,2025-07-12,2025-07-07,337,7,2.32,181.18,178.86,137
3226,SO49830,2024-09-28,2024-10-10,2024-05-10,337,7,18.4,458.77,440.37,136
3227,SO49488,2024-08-28,2024-09-09,2024-04-09,481,7,1210.26,31541.57,30331.31,136
3228,SO48332,2024-05-30,2024-06-11,2024-06-06,499,7,1181.66,42866.54,41684.88,138
3229,SO46987,2024-01-29,2024-02-10,2024-05-02,175,7,2504.12,89388.74,86884.62,139
3230,SO46985,2024-01-29,2024-02-10,2024-05-02,247,7,99.68,3226.11,3126.43,138
3231,SO67339,2025-09-29,2025-10-11,2025-06-10,139,7,841.24,23875.11,23033.87,136
3232,SO63282,2025-07-31,2025-08-12,2025-07-08,193,7,2439.92,66375.65,63935.73,109
3233,SO65226,2025-08-29,2025-09-10,2025-05-09,481,7,677.24,20478.9,19801.66,109
3234,SO59000,2025-05-30,2025-06-11,2025-06-06,445,7,0.18,72.88,72.7,136
3235,SO48755,2024-06-30,2024-07-12,2024-07-07,355,7,905.36,24993.76,24088.4,109
3236,SO47377,2024-02-29,2024-03-12,2024-07-03,481,7,1955.52,72689.53,70734.01,139
3237,SO57028,2025-04-30,2025-05-12,2025-07-05,680,7,280.32,7909.99,7629.67,138
3238,SO63195,2025-07-31,2025-08-12,2025-07-08,301,7,480.84,10184.3,9703.46,137
3239,SO47410,2024-02-29,2024-03-12,2024-07-03,571,7,399.92,15445.58,15045.66,138
3240,SO58969,2025-05-30,2025-06-11,2025-06-06,571,7,333.36,9700.3,9366.94,137
3241,SO61216,2025-06-30,2025-07-12,2025-07-07,355,7,951.66,28386.99,27435.33,136
3242,SO57053,2025-04-30,2025-05-12,2025-07-05,301,7,330.88,7519.39,7188.51,136
3243,SO47680,2024-03-30,2024-04-11,2024-06-04,355,7,1093.96,29179.49,28085.53,137
3244,SO46626,2023-12-29,2024-01-10,2024-05-01,355,7,1001.4,37251.01,36249.61,109
3245,SO48009,2024-04-30,2024-05-12,2024-07-05,247,7,150.78,7980.92,7830.14,136
3246,SO57058,2025-04-30,2025-05-12,2025-07-05,103,7,474.32,21595.37,21121.05,139
3247,SO49876,2024-09-28,2024-10-10,2024-05-10,139,7,463.86,11816.79,11352.93,139
3248,SO51857,2025-01-28,2025-02-09,2025-04-02,85,7,3139.94,100922.15,97782.21,139
3249,SO47679,2024-03-30,2024-04-11,2024-06-04,337,7,7.56,348.71,341.15,139
3250,SO46941,2024-01-29,2024-02-10,2024-05-02,686,7,227.56,7222.83,6995.27,137
3251,SO51733,2025-01-28,2025-02-09,2025-04-02,103,7,1015.22,31749.56,30734.34,109
3252,SO69404,2025-10-29,2025-11-10,2025-05-11,680,7,61.7,5464.03,5402.33,137
3253,SO49833,2024-09-28,2024-10-10,2024-05-10,355,7,1367.36,39666.11,38298.75,136
3254,SO71838,2025-11-29,2025-12-11,2025-06-12,319,7,342.84,11463.68,11120.84,139
3255,SO51861,2025-01-28,2025-02-09,2025-04-02,662,7,355.06,11106.91,10751.85,139
3256,SO57043,2025-04-30,2025-05-12,2025-07-05,283,7,189.1,6917.44,6728.34,139
3257,SO48010,2024-04-30,2024-05-12,2024-07-05,175,7,2072.04,66146.06,64074.02,136
3258,SO67275,2025-09-29,2025-10-11,2025-06-10,337,7,12.44,569.17,556.73,138
3259,SO51103,2024-12-28,2025-01-09,2025-04-01,337,7,81.0,2935.76,2854.76,137
3260,SO71799,2025-11-29,2025-12-11,2025-06-12,121,7,405.98,17147.42,16741.44,109
3261,SO69415,2025-10-29,2025-11-10,2025-05-11,283,7,241.48,12307.13,12065.65,136
3262,SO69429,2025-10-29,2025-11-10,2025-05-11,391,7,861.88,32625.98,31764.1,138
3263,SO69535,2025-10-29,2025-11-10,2025-05-11,193,7,3137.16,109694.5,106557.34,138
3264,SO69433,2025-10-29,2025-11-10,2025-05-11,614,7,1929.5,60915.72,58986.22,109
3265,SO51724,2025-01-28,2025-02-09,2025-04-02,283,7,295.68,9108.93,8813.25,136
3266,SO48763,2024-06-30,2024-07-12,2024-07-07,139,7,199.88,4802.33,4602.45,138
3267,SO69464,2025-10-29,2025-11-10,2025-05-11,535,7,1035.2,42038.98,41003.78,139
3268,SO63209,2025-07-31,2025-08-12,2025-07-08,632,7,805.24,23994.92,23189.68,109
3269,SO47705,2024-03-30,2024-04-11,2024-06-04,139,7,626.24,18843.83,18217.59,139
3270,SO48042,2024-04-30,2024-05-12,2024-07-05,535,7,42.8,2143.84,2101.04,109
3271,SO47391,2024-02-29,2024-03-12,2024-07-03,499,7,2736.5,74487.76,71751.26,137
3272,SO49854,2024-09-28,2024-10-10,2024-05-10,229,7,23.22,669.09,645.87,137
3273,SO58943,2025-05-30,2025-06-11,2025-06-06,499,7,1868.76,60412.76,58544.0,136
3274,SO69430,2025-10-29,2025-11-10,2025-05-11,301,7,325.76,11747.53,11421.77,138
3275,SO63179,2025-07-31,2025-08-12,2025-07-08,535,7,1425.26,38849.58,37424.32,139
3276,SO50225,2024-10-28,2024-11-09,2024-04-11,175,7,2302.86,67717.68,65414.82,138
3277,SO63217,2025-07-31,2025-08-12,2025-07-08,103,7,883.58,28142.44,27258.86,137
3278,SO71820,2025-11-29,2025-12-11,2025-06-12,499,7,1795.72,51603.23,49807.51,139
3279,SO65186,2025-08-29,2025-09-10,2025-05-09,49,7,2.64,119.98,117.34,136
3280,SO58926,2025-05-30,2025-06-11,2025-06-06,121,7,626.28,25086.47,24460.19,138
3281,SO53478,2025-02-28,2025-03-12,2025-07-03,121,7,1248.22,39956.7,38708.48,109
3282,SO65253,2025-08-29,2025-09-10,2025-05-09,499,7,857.18,33256.84,32399.66,109
3283,SO67338,2025-09-29,2025-10-11,2025-06-10,229,7,88.24,2402.44,2314.2,139
3284,SO57056,2025-04-30,2025-05-12,2025-07-05,247,7,90.68,2305.39,2214.71,109
3285,SO57150,2025-04-30,2025-05-12,2025-07-05,85,7,4111.96,122285.72,118173.76,109
3286,SO49097,2024-07-31,2024-08-12,2024-07-08,686,7,215.12,4999.61,4784.49,137
3287,SO50681,2024-11-28,2024-12-10,2024-05-12,499,7,1294.26,37815.83,36521.57,136
3288,SO53497,2025-02-28,2025-03-12,2025-07-03,499,7,2325.48,91029.13,88703.65,109
3289,SO69494,2025-10-29,2025-11-10,2025-05-11,211,7,0.74,31.58,30.84,109
3290,SO63161,2025-07-31,2025-08-12,2025-07-08,247,7,9.88,209.97,200.09,138
3291,SO50673,2024-11-28,2024-12-10,2024-05-12,481,7,834.54,41158.85,40324.31,139
3292,SO51729,2025-01-28,2025-02-09,2025-04-02,391,7,1348.48,32904.68,31556.2,137
3293,SO50193,2024-10-28,2024-11-09,2024-04-11,686,7,314.2,6320.25,6006.05,139
3294,SO57048,2025-04-30,2025-05-12,2025-07-05,427,7,0.88,24.29,23.41,138
3295,SO61246,2025-06-30,2025-07-12,2025-07-07,229,7,35.28,1409.38,1374.1,138
3296,SO47019,2024-01-29,2024-02-10,2024-05-02,535,7,22.76,980.89,958.13,138
3297,SO48774,2024-06-30,2024-07-12,2024-07-07,265,7,141.78,3847.93,3706.15,109
3298,SO65286,2025-08-29,2025-09-10,2025-05-09,319,7,478.56,17099.33,16620.77,139
3299,SO57094,2025-04-30,2025-05-12,2025-07-05,686,7,153.62,4592.92,4439.3,139
3300,SO47969,2024-04-30,2024-05-12,2024-07-05,686,7,182.18,8724.17,8541.99,139
3301,SO50253,2024-10-28,2024-11-09,2024-04-11,535,7,55.06,4017.17,3962.11,136
3302,SO49466,2024-08-28,2024-09-09,2024-04-09,571,7,426.96,8629.01,8202.05,137
3303,SO51737,2025-01-28,2025-02-09,2025-04-02,301,7,213.28,6556.47,6343.19,109
3304,SO58968,2025-05-30,2025-06-11,2025-06-06,319,7,331.38,13938.87,13607.49,137
3305,SO63153,2025-07-31,2025-08-12,2025-07-08,283,7,352.7,11642.19,11289.49,109
3306,SO63129,2025-07-31,2025-08-12,2025-07-08,686,7,34.34,1502.98,1468.64,139
3307,SO49134,2024-07-31,2024-08-12,2024-07-08,247,7,189.98,5031.81,4841.83,136
3308,SO63284,2025-07-31,2025-08-12,2025-07-08,85,7,3565.66,108184.1,104618.44,136
3309,SO51696,2025-01-28,2025-02-09,2025-04-02,686,7,101.2,2006.05,1904.85,139
3310,SO53479,2025-02-28,2025-03-12,2025-07-03,49,7,7.88,225.63,217.75,137
3311,SO46982,2024-01-29,2024-02-10,2024-05-02,157,7,1.62,65.6,63.98,138
3312,SO49078,2024-07-31,2024-08-12,2024-07-08,535,7,734.76,24617.25,23882.48,139
3313,SO49504,2024-08-28,2024-09-09,2024-04-09,499,7,530.88,19662.66,19131.78,109
3314,SO63229,2025-07-31,2025-08-12,2025-07-08,656,7,32.98,1544.97,1511.99,137
3315,SO69431,2025-10-29,2025-11-10,2025-05-11,656,7,227.68,4298.96,4071.28,138
3316,SO50665,2024-11-28,2024-12-10,2024-05-12,67,7,5.9,214.63,208.73,136
3317,SO69531,2025-10-29,2025-11-10,2025-05-11,85,7,3543.82,112312.55,108768.73,109
3318,SO47704,2024-03-30,2024-04-11,2024-06-04,229,7,2.82,648.91,646.09,136
3319,SO63188,2025-07-31,2025-08-12,2025-07-08,680,7,130.0,3047.95,2917.95,109
3320,SO69427,2025-10-29,2025-11-10,2025-05-11,31,7,3.66,356.9,353.24,138
3321,SO69477,2025-10-29,2025-11-10,2025-05-11,686,7,15.58,335.95,320.37,109
3322,SO48733,2024-06-30,2024-07-12,2024-07-07,337,7,16.04,878.36,862.32,138
3323,SO53494,2025-02-28,2025-03-12,2025-07-03,445,7,3.88,109.79,105.91,139
3324,SO48085,2024-04-30,2024-05-12,2024-07-05,211,7,26.96,1141.92,1114.96,139
3325,SO48006,2024-04-30,2024-05-12,2024-07-05,301,7,343.1,14563.61,14220.51,109
3326,SO69436,2025-10-29,2025-11-10,2025-05-11,247,7,64.8,2181.24,2116.44,137
3327,SO46983,2024-01-29,2024-02-10,2024-05-02,301,7,518.38,14936.97,14418.59,136
3328,SO46623,2023-12-29,2024-01-10,2024-05-01,337,7,100.3,2278.15,2177.85,109
3329,SO49126,2024-07-31,2024-08-12,2024-07-08,301,7,281.56,10805.26,10523.7,109
3330,SO47356,2024-02-29,2024-03-12,2024-07-03,67,7,23.08,635.03,611.95,136
3331,SO71872,2025-11-29,2025-12-11,2025-06-12,445,7,6.0,158.43,152.43,109
3332,SO55317,2025-03-30,2025-04-11,2025-06-04,229,7,12.86,468.66,455.8,136
3333,SO55250,2025-03-30,2025-04-11,2025-06-04,337,7,113.1,4002.89,3889.79,138
3334,SO50220,2024-10-28,2024-11-09,2024-04-11,301,7,322.4,12417.26,12094.86,137
3335,SO48298,2024-05-30,2024-06-11,2024-06-06,67,7,8.72,183.94,175.22,139
3336,SO50318,2024-10-28,2024-11-09,2024-04-11,211,7,8.88,202.33,193.45,139
3337,SO49056,2024-07-31,2024-08-12,2024-07-08,157,7,9.16,647.99,638.83,137
3338,SO47376,2024-02-29,2024-03-12,2024-07-03,121,7,22.36,817.5,795.14,136
3339,SO58912,2025-05-30,2025-06-11,2025-06-06,67,7,9.5,323.99,314.49,137
3340,SO53559,2025-02-28,2025-03-12,2025-07-03,553,7,11.08,334.06,322.98,136
3341,SO69428,2025-10-29,2025-11-10,2025-05-11,157,7,12.3,923.39,911.09,137
3342,SO71855,2025-11-29,2025-12-11,2025-06-12,67,7,13.22,323.99,310.77,109
3343,SO58936,2025-05-30,2025-06-11,2025-06-06,553,7,13.48,445.41,431.93,109
3344,SO51732,2025-01-28,2025-02-09,2025-04-02,427,7,14.38,356.9,342.52,137
3345,SO57181,2025-04-30,2025-05-12,2025-07-05,211,7,15.34,356.9,341.56,138
3346,SO51803,2025-01-28,2025-02-09,2025-04-02,31,7,53.54,1717.8,1664.26,137
3347,SO57050,2025-04-30,2025-05-12,2025-07-05,656,7,162.22,4550.92,4388.7,139
3348,SO63272,2025-07-31,2025-08-12,2025-07-08,662,7,270.66,9473.47,9202.81,109
3349,SO48007,2024-04-30,2024-05-12,2024-07-05,157,7,30.98,647.99,617.01,137
3350,SO48319,2024-05-30,2024-06-11,2024-06-06,121,7,93.32,4971.41,4878.09,139
3351,SO49452,2024-08-28,2024-09-09,2024-04-09,67,7,44.5,1308.94,1264.44,109
3352,SO53461,2025-02-28,2025-03-12,2025-07-03,67,7,53.34,1466.01,1412.67,138
3353,SO65233,2025-08-29,2025-09-10,2025-05-09,445,7,59.08,1376.99,1317.91,138
3354,SO63208,2025-07-31,2025-08-12,2025-07-08,157,7,82.62,1391.99,1309.37,139
3355,SO47721,2024-03-30,2024-04-11,2024-06-04,538,10,1604.2,52830.83,51226.63,148
3356,SO51083,2024-12-28,2025-01-09,2025-04-01,232,10,309.44,9195.15,8885.71,111
3357,SO53577,2025-02-28,2025-03-12,2025-07-03,52,10,1311.12,45596.33,44285.21,149
3358,SO69554,2025-10-29,2025-11-10,2025-05-11,592,10,136.36,7133.78,6997.42,150
3359,SO57080,2025-04-30,2025-05-12,2025-07-05,376,10,1394.38,46763.26,45368.88,147
3360,SO63241,2025-07-31,2025-08-12,2025-07-08,520,10,2105.94,54904.38,52798.44,148
3361,SO51135,2024-12-28,2025-01-09,2025-04-01,286,10,200.18,5068.13,4867.95,147
3362,SO69558,2025-10-29,2025-11-10,2025-05-11,520,10,2201.94,77009.32,74807.38,148
3363,SO71832,2025-11-29,2025-12-11,2025-06-12,88,10,399.92,29187.23,28787.31,111
3364,SO47061,2024-01-29,2024-02-10,2024-05-02,592,10,395.6,14630.82,14235.22,150
3365,SO61229,2025-06-30,2025-07-12,2025-07-07,196,10,537.22,24339.13,23801.91,111
3366,SO69557,2025-10-29,2025-11-10,2025-05-11,250,10,91.2,2490.18,2398.98,147
3367,SO48031,2024-04-30,2024-05-12,2024-07-05,376,10,1236.38,36535.5,35299.12,150
3368,SO57179,2025-04-30,2025-05-12,2025-07-05,592,10,256.98,8935.04,8678.06,111
3369,SO47353,2024-02-29,2024-03-12,2024-07-03,340,10,953.48,38837.03,37883.55,111
3370,SO47004,2024-01-29,2024-02-10,2024-05-02,484,10,1604.72,53201.87,51597.15,111
3371,SO55236,2025-03-30,2025-04-11,2025-06-04,34,10,771.82,25645.24,24873.42,147
3372,SO50236,2024-10-28,2024-11-09,2024-04-11,376,10,963.24,26844.82,25881.58,111
3373,SO61238,2025-06-30,2025-07-12,2025-07-07,538,10,775.48,22637.07,21861.59,149
3374,SO53458,2025-02-28,2025-03-12,2025-07-03,448,10,2610.5,98517.38,95906.88,148
3375,SO51820,2025-01-28,2025-02-09,2025-04-02,592,10,117.8,4213.1,4095.3,149
3376,SO55268,2025-03-30,2025-04-11,2025-06-04,196,10,948.14,39932.04,38983.9,147
3377,SO71784,2025-11-29,2025-12-11,2025-06-12,448,10,2327.32,90341.53,88014.21,147
3378,SO69456,2025-10-29,2025-11-10,2025-05-11,376,10,1602.28,43088.16,41485.88,111
3379,SO48399,2024-05-30,2024-06-11,2024-06-06,322,10,72.58,2595.68,2523.1,150
3380,SO57180,2025-04-30,2025-05-12,2025-07-05,520,10,1574.92,70859.34,69284.42,149
3381,SO53562,2025-02-28,2025-03-12,2025-07-03,16,10,2359.9,81489.81,79129.91,147
3382,SO51120,2024-12-28,2025-01-09,2025-04-01,196,10,1913.7,57180.85,55267.15,148
3383,SO51763,2025-01-28,2025-02-09,2025-04-02,376,10,1291.24,40110.92,38819.68,147
3384,SO58920,2025-05-30,2025-06-11,2025-06-06,142,10,3257.74,85413.88,82156.14,149
3385,SO47007,2024-01-29,2024-02-10,2024-05-02,412,10,47.18,4142.62,4095.44,148
3386,SO48084,2024-04-30,2024-05-12,2024-07-05,592,10,70.1,3923.96,3853.86,148
3387,SO59055,2025-05-30,2025-06-11,2025-06-06,268,10,8.0,353.98,345.98,111
3388,SO57083,2025-04-30,2025-05-12,2025-07-05,430,10,756.8,28881.97,28125.17,150
3389,SO71938,2025-11-29,2025-12-11,2025-06-12,16,10,2632.58,74160.23,71527.65,148
3390,SO65214,2025-08-29,2025-09-10,2025-05-09,160,10,0.08,2.75,2.67,111
3391,SO49891,2024-09-28,2024-10-10,2024-05-10,538,10,1343.24,42765.59,41422.35,150
3392,SO47006,2024-01-29,2024-02-10,2024-05-02,376,10,1098.88,38626.03,37527.15,111
3393,SO46670,2023-12-29,2024-01-10,2024-05-01,641,10,47.12,1438.85,1391.73,147
3394,SO59063,2025-05-30,2025-06-11,2025-06-06,16,10,1040.92,57816.26,56775.34,147
3395,SO65271,2025-08-29,2025-09-10,2025-05-09,16,10,1630.18,55790.58,54160.4,150
3396,SO58905,2025-05-30,2025-06-11,2025-06-06,340,10,1455.56,43243.28,41787.72,111
3397,SO51084,2024-12-28,2025-01-09,2025-04-01,34,10,784.94,24004.55,23219.61,149
3398,SO71936,2025-11-29,2025-12-11,2025-06-12,502,10,2173.06,80143.37,77970.31,111
3399,SO65158,2025-08-29,2025-09-10,2025-05-09,448,10,1809.3,67838.22,66028.92,149
3400,SO58941,2025-05-30,2025-06-11,2025-06-06,160,10,24.46,564.62,540.16,148
3401,SO65319,2025-08-29,2025-09-10,2025-05-09,502,10,1481.44,40350.0,38868.56,148
3402,SO50237,2024-10-28,2024-11-09,2024-04-11,484,10,966.68,30203.46,29236.78,148
3403,SO49062,2024-07-31,2024-08-12,2024-07-08,484,10,938.28,25710.62,24772.34,111
3404,SO51771,2025-01-28,2025-02-09,2025-04-02,430,10,1111.44,34352.05,33240.61,150
3405,SO50722,2024-11-28,2024-12-10,2024-05-12,16,10,1345.72,49862.27,48516.55,149
3406,SO69543,2025-10-29,2025-11-10,2025-05-11,412,10,0.1,356.9,356.8,111
3407,SO51788,2025-01-28,2025-02-09,2025-04-02,358,10,0.1,29.39,29.29,148
3408,SO67343,2025-09-29,2025-10-11,2025-06-10,538,10,1586.52,36869.96,35283.44,147
3409,SO53495,2025-02-28,2025-03-12,2025-07-03,160,10,191.1,4098.65,3907.55,148
3410,SO53472,2025-02-28,2025-03-12,2025-07-03,142,10,2418.0,92643.74,90225.74,150
3411,SO69461,2025-10-29,2025-11-10,2025-05-11,430,10,1060.06,31964.6,30904.54,148
3412,SO50244,2024-10-28,2024-11-09,2024-04-11,430,10,1357.7,43180.98,41823.28,150
3413,SO53511,2025-02-28,2025-03-12,2025-07-03,322,10,17.04,552.95,535.91,147
3414,SO63173,2025-07-31,2025-08-12,2025-07-08,430,10,710.88,26775.47,26064.59,149
3415,SO47447,2024-02-29,2024-03-12,2024-07-03,16,10,2137.62,56817.84,54680.22,148
3416,SO57178,2025-04-30,2025-05-12,2025-07-05,250,10,118.34,3990.18,3871.84,150
3417,SO58908,2025-05-30,2025-06-11,2025-06-06,448,10,2964.08,71806.03,68841.95,149
3418,SO67289,2025-09-29,2025-10-11,2025-06-10,196,10,934.4,35848.92,34914.52,147
3419,SO65177,2025-08-29,2025-09-10,2025-05-09,142,10,1580.72,41107.92,39527.2,150
3420,SO47009,2024-01-29,2024-02-10,2024-05-02,430,10,1733.92,49625.56,47891.64,147
3421,SO65224,2025-08-29,2025-09-10,2025-05-09,88,10,439.74,26146.5,25706.76,147
3422,SO48771,2024-06-30,2024-07-12,2024-07-07,538,10,1069.52,30663.33,29593.81,111
3423,SO55323,2025-03-30,2025-04-11,2025-06-04,538,10,1277.2,38601.04,37323.84,149
3424,SO48035,2024-04-30,2024-05-12,2024-07-05,430,10,1887.1,52295.48,50408.38,111
3425,SO53573,2025-02-28,2025-03-12,2025-07-03,502,10,3974.24,116814.14,112839.9,147
3426,SO50275,2024-10-28,2024-11-09,2024-04-11,683,10,80.1,5128.17,5048.07,150
3427,SO67308,2025-09-29,2025-10-11,2025-06-10,286,10,41.64,3960.76,3919.12,148
3428,SO58959,2025-05-30,2025-06-11,2025-06-06,88,10,957.08,28856.84,27899.75,111
3429,SO51143,2024-12-28,2025-01-09,2025-04-01,538,10,2176.78,59805.19,57628.41,148
3430,SO63170,2025-07-31,2025-08-12,2025-07-08,376,10,1062.02,32317.23,31255.21,111
3431,SO51815,2025-01-28,2025-02-09,2025-04-02,556,10,722.44,21769.68,21047.24,149
3432,SO57185,2025-04-30,2025-05-12,2025-07-05,556,10,785.14,28913.67,28128.53,148
3433,SO46669,2023-12-29,2024-01-10,2024-05-01,538,10,1907.74,72634.84,70727.1,111
3434,SO49521,2024-08-28,2024-09-09,2024-04-09,502,10,948.94,33205.25,32256.31,147
3435,SO49510,2024-08-28,2024-09-09,2024-04-09,16,10,1335.46,47084.11,45748.64,150
3436,SO47402,2024-02-29,2024-03-12,2024-07-03,322,10,350.94,9680.12,9329.18,147
3437,SO51823,2025-01-28,2025-02-09,2025-04-02,520,10,3417.64,107064.14,103646.5,149
3438,SO53450,2025-02-28,2025-03-12,2025-07-03,304,10,0.24,21.58,21.34,149
3439,SO61175,2025-06-30,2025-07-12,2025-07-07,34,10,935.66,25882.74,24947.08,111
